GLOTTOCODE;Name;ISOCODE
mvae1238;Mvae;
mvan1238;Mvano;mcj
mvan1239;Mvano-Ndunda;
mvet1238;Mvete;
mvit1238;Mvita;
mvog1242;Mvog-Niengue;
mvub1239;Mvuba;mxh
mvum1238;Mvumbo;
mvum1239;Mvumboic;
mwag1236;Mwaghavul;sur
mwak1234;Mwakai-Pondi;
mwal1237;Mwali Comorian;wlc
mwal1238;Mwalukwasia;
mwam1244;Mwamba;
mwam1245;Mwamenam;
mwam1246;Mwambong;
mwan1247;Mwani;wmw
mwan1248;Mwanda;
mwan1249;Mwani (Haya);
mwan1250;Mwan;moa
mwat1237;Mwatebu;mwa
mwen1238;Mwenyi;
mwer1247;Mwera (Nyasa);mjh
mwer1248;Mwera (Chimwera);mwe
mwer1249;Mweri;
mwer1250;Mwerig;
mwes1234;Mwesa;
mwib1234;Mwibara;
mwii1234;Mwi;
mwik1238;Mwika (Vunjo);
mwik1240;Mwika;
mwil1238;Mwila;
mwim1241;Mwimbi-Muthambi;mws
mwim1242;Mwimbi;
mwin1241;Mwini;
myan1234;Myanmar Sign;
myce1241;Mycenaean Greek;gmy
myen1241;Myene;mye
myns1238;Mynso;
mysi1239;Mysian;yms
myso1234;Mysore Kannada;
mzie1235;Mzieme Naga;nme
naaa1244;Na (Lahu);
naaa1245;Na;nbt
naaa1246;Na (Sara);
naab1241;Naaba;nao
naab1242;Naaban;
naan1239;Naan;
naas1242;Naasioi;nas
naba1252;Nabanj;
naba1253;Naba;mne
naba1254;Nabar;
naba1255;Nabay;
naba1256;Nabak;naf
naba1257;Sankwep;
naba1258;Naba-Berakou;
naba1259;Nabatean;
nabi1238;Nabi-Irarutu;
nabi1239;Nabi-Metan;mty
nabi1240;Nabit;
nabl1238;Jerusalem Domari;
nach1240;Nachering;ncd
nada1235;Naduhup;
nade1244;Nadëb;mbj
nadj1238;Najamba;
nadl1234;Nadleh;
nady1234;Nadym Nenets;
nafa1255;Nafar;
nafa1256;Nafara;
nafa1257;Nafãã;
nafa1258;Nafanan;nfr
nafa1259;Nafana;
nafi1237;Nafi;srf
nafr1241;Nafri;nxx
nafu1238;Nafusi;jbn
naga1394;Naga Pidgin;nag
naga1395;Nagari-Malayalam;
naga1397;Naga Maoic;
naga1398;Nagar;
naga1399;Nagarchal;nbg
naga1400;Naga (Balanta);
naga1402;Naga (Bikolano);
naga1404;Nagane;
naga1405;Nagasaki-ben;
naga1406;Nagaoka;
naga1407;Nagano-Yamanashi-Shizuoka;
naga1408;Nagano;
nagb1238;Nagbanmba;
nagd1238;Nagdi;
nage1237;Nage;nxe
nage1238;Nage-Keo;
nage1239;Nager Domaaki;
nagh1238;Naghada;
nagh1239;Nagʿ Ḥammādi–South of Gina;
nagi1238;Nagipaem;
nago1242;Nagoya;
nago1243;Nago;
nagp1247;Nagpuriya;
nagp1248;Nagpuri Hindi;
nagp1250;Nagpur;
nagr1240;Nagrandan;
nagu1244;Nagumi;ngv
nagu1245;Naguri;
naha1259;Nahavandi;
naha1260;Nahari (Bhili);
naha1261;Nahali-Baglani;nlx
naha1262;Nahari;nhh
naha1263;Naharra;
naha1264;Naha;
nahe1237;Nahes;
nahe1238;Nahenic;
nahe1239;Nahen;
nahi1237;Nahina;
nahu1343;Nahukuá;
naia1238;Manyallaluk Mayali;
naic1235;Naic;
naii1241;Nai;bio
naii1242;Nai (Angor);
naik1249;Naikdi;
naik1250;Naiki;
naik1251;Naikhyongchari;
nail1234;Nailaer;
nain1239;Naindin;
nair1238;Nairya Koli;
nais1236;Naish;
naja1241;Najanaja;
naja1242;Najá;
najd1235;Najdi Arabic;ars
naji1238;Najil;
najr1234;Najran-Ghatan;
naka1259;Na Kadok;
naka1260;Nakara;nck
naka1261;Kpara-Naka;
naka1262;Nakanai;nak
naka1263;Naka'ela;nae
naka1264;Nakama;nib
naka1265;Nakai;nkj
naka1266;Nakanai-Meramera;
naka1267;Nak'azdli;
nakc1234;Nakchu of Hor;
nake1240;Nake;nbk
nakh1244;Nakhchivan;
nakh1245;Nakh-Daghestanian;
nakh1246;Nakh;
naki1238;Naki;mff
naki1239;Naki-Kemezung;
naki1240;Nakic;
nako1239;Yankton-Yanktonai;
nako1240;Nako;
nakw1240;Nakwi;nax
nalc1240;Nalca;nlc
nale1237;Nalea;
nalg1238;Nalguno;
nali1243;Nali (India);
nali1244;Nalik;nal
nali1245;Nali;nss
nalo1235;Nalögo;nlz
nalu1239;Naluo Yi;ylo
nalu1240;Nalu;naj
nalu1241;Naluic;
nama1263;Nama (Tigon Mbembe);
nama1264;Nama (Namibia);naq
nama1265;Nama;
nama1266;Nama (Papua New Guinea);nmx
nama1267;Namat;nkm
nama1268;Namakura;nmk
nama1269;Namatota;
nama1270;Nama-Dre;
nama1271;Namata;
namb1289;Namboodiri;
namb1290;Namber Sacha;
namb1291;Nambya;nmq
namb1292;Nambu;
namb1293;Nambo;ncm
namb1294;Nambiomon-Mabur;
namb1295;Nambu (Japanese);
namb1296;Nambe;
namb1299;Nambiquaran;
namb1300;Nambikwara Complex;
namb1301;Nambiquaran (Unattested);
name1237;Ná-Meo;neo
nami1249;Namibian Sign Language;nbs
nami1255;Namidama;
nami1256;Namia;nnm
nami1257;Nami;
nami1258;Namiae;nvm
naml1238;Namlung;
naml1239;Namla-Tofanma;
naml1240;Namla;naa
namm1235;Nam;
namn1239;Namna;
namo1245;Namome;
namo1246;Namo;mxw
namo1247;Namonuito;nmt
namo1248;Namosi-Naitasiri-Serua;bwb
namo1249;Namo-Len;
namp1238;Nampamela;
namp1239;Namphri;
namr1238;Namrung;
namu1246;Namuyi;nmy
namu1247;Namunka;
namu1248;Namut;
namu1249;Namut-Nginamanu;
nana1257;Nanai;gld
nana1258;Nanaya;
nana1259;Na Nahek;
nana1260;Nanaimo;
nana1261;Nanabin Sign Language;
nanb1234;Nanbay;
nanc1247;Nancowry;
nanc1253;Nancere;nnc
nanc1254;Nanchang;
nand1263;Nand;
nand1264;Nande;nnb
nand1266;Nandi;niq
nane1238;Nanerigé Sénoufo;sen
nane1239;Nanesa;
nang1256;Ningalami;
nang1257;Nangarach;
nang1258;Nangu;
nang1259;Nangikurrunggurr;nam
nang1261;Nanga;nzz
nang1262;Nanggu;ngr
nang1263;Nangan Dogon;
nang1264;Nangapanda;
nanh1240;Nanhua Lolopho;
nanj1234;Nanjing Mandarin;
nank1248;Nankani;
nank1249;Nankana;
nank1250;Nankina;nnk
nanl1234;Nanlang;
nann1238;Nan;
nann1239;Nanning Pinghua;
nann1240;Nanning-Liuzhou Road Pinghua;
nano1240;Yaroame das Baixadas;
nano1241;Nanoose;
nans1238;Nanshin;
nant1248;Nanticoke-Conoy;
nant1249;Nanticoke;nnt
nant1250;Nanti;cox
nanu1239;Nanuni;
nanu1240;Nanubae-Imangae;afk
nanw1237;Nanwang;
naog1238;Naogelao;
naol1234;Naolan;
naoo1238;Naò;
napa1243;Napan;
nape1237;Napeca;
napo1241;Napoletano;
napo1242;Napo Lowland Quechua;qvo
napo1243;Napo Tucanoan;
napu1240;Napuka;
napu1241;Napu;npy
naqi1236;Na-Qiangic;
naqr1234;N!aqriaxe;
nara1261;Narang;
nara1262;Nara;nrb
nara1263;Narango;nrg
nara1264;Narak;nac
nara1265;Narau;nxu
nari1240;Narim;loh
nari1241;Nari Nari;rnr
naro1248;Naro-Ana;
naro1249;Naro;nhr
naro1250;Narovorovo;
naro1251;Narom;nrm
narp1239;Nar Phu;npa
narr1258;Nar;
narr1259;Narrinyeri;nay
narr1278;Nar (Chad);
narr1279;Narrow Talodi;
narr1280;Narrangansett;xnt
narr1281;Narrow Bantu;
narr1282;Narrow Grassfields;
narr1283;Narrow North Scandinavian;
naru1238;Narungga;nnr
nary1239;Narym;
nasa1239;Nasal;nsy
nasa1240;Nasarian;nvh
nasa1241;Nasawa;
nash1234;Nashalji;
nasi1246;Nasikwabw;
nasi1247;Nasioiic;
nasi1248;Nasioi;
nask1242;Naskapi;nsk
nasr1237;Nasrani;
nass1234;Nås;
nasu1236;Nasu-Nosu;
nasu1237;Nasu-Gepu;
nasv1234;Nasvang;
nasv1235;Nasvang-Nisvai;
nata1238;Natagaimas;nts
nata1252;Natanzic;ntz
nata1253;Natakani;
nata1254;Northern Amis;ais
nata1256;Nata;
nata1257;Natanzi;
natc1248;Natchaba;
natc1249;Natchez;ncz
nate1242;Nateni;ntm
nath1238;Nathembo;nte
nati1243;Natioro;nti
nati1244;Nati;
nato1234;Na-Togo;
natu1243;Natuzaj;
natu1246;Natügu;ntu
natu1247;Naturalis;
natu1248;Natú;
natu1249;Natügu (Retired);stc
natu1250;Natugu-Nalogo;
naue1237;Nauete;nxa
nauk1242;Naukan Yupik;ynk
naum1237;Naumik;
naun1237;Nauna;ncn
nauo1235;Nauo;nwo
naur1243;Nauru;nau
naur1244;Naura;
naut1238;Naut Aranés;
nava1242;Navarrese;
nava1243;Navajo;nav
navu1237;Navut;nsw
navw1234;Navwien;
nawa1239;Nawa;
nawa1257;Jordanian Domari;
nawa1258;Nawaru;nwr
nawa1259;Nawathinehena;nwa
nawa1260;Nawagarh;
nawd1238;Nawdm;nmz
nawu1241;Nawurtu;
nawu1242;Nawuri;naw
nawy1237;Nawyem;
naxi1245;Naxi;nxq
naxi1246;Naxi (Retired);nbf
naxi1247;Nuoxi Yao;
naya1237;Nayar;
nayi1242;Nayinic;nyq
nayi1243;Nayi;noz
naze1238;Naze;
nazk1234;Nazko;
ncan1244;Ncanm;
ncan1245;Ncane-Mungong;ncr
ncan1246;Ncane-Cung;
ncha1238;Ncha;
nchu1238;Nchumbulu;nlu
nchu1239;Nchumbulu-Dwang;
ndaa1238;N'da;
ndai1238;Ndai;gke
ndak1241;Ndaka;ndk
ndak1242;Ndaktup;ncp
ndak1244;Ndaka-Mbo;
ndal1241;Ndali;ndh
ndal1242;Ndali (Zanaki);
ndam1239;Ndamba;ndj
ndam1251;Ndam;ndm
ndam1252;Ndam Dik;
ndam1253;Ndam-Ndam;
ndam1254;Ndambomo;nxo
ndan1241;Nda'nda';nnz
ndan1242;Ndano;
ndas1238;Ndasa;nda
ndas1239;Samayic;
ndas1240;Ndasa-Wumbvu;
ndau1241;Ndau;ndc
ndee1241;Nde (Mungaka);
ndee1242;Nde;
ndee1246;Ndeewe;
ndee1247;Nde-Efutop;
ndeg1238;Nde-Gbite;ned
ndei1235;Ndeiram;
ndel1238;Ndele;
ndem1247;Ndema Sherbro;
ndem1248;Ndembu;
ndem1249;Ndemli;nml
nden1248;Ndengereko;ndg
nden1249;Ndendeule;dne
nden1250;Nde-Nsele-Nta;ndd
nden1251;Ndendeule-Ngindo;
nder1244;Vomnem;
nder1245;Ndera (Pokomo);
nder1246;Nderre;
ndes1238;Ndese;
ndhu1237;Ndhur;
ndia1238;Ndia;
ndii1240;Ndi;
ndii1241;Ndi (Solomon Islands);
ndin1244;Ndingi;
ndin1245;Nding;eli
ndin1246;Nding-Tasomi;
ndit1238;Nditam;
ndja1234;Ndjavi A;
ndja1235;Ndjavi B;
ndla1238;Ndlambe;
ndob1238;Ndobo;ndw
ndoe1238;Ndoe;nbb
ndog1247;Ndogo-Sere;
ndog1248;Ndogo;ndz
ndog1249;Ndogbang;
ndok1253;Ndokpa;
ndok1254;Ndokama;
ndok1255;Ndokpenda;
ndok1256;Ndokbele;
ndok1257;Ndokbiakat;
ndok1258;Ndoktuna;
ndol1238;Ndolo;ndl
ndom1244;Ndombe;ndq
ndom1245;Ndom;nqm
ndon1251;Ndonge;
ndon1252;Ndonde Hamba;njd
ndon1253;Ndonga (R.20);
ndon1254;Ndonga;ndo
ndon1255;Ndoni;
ndoo1241;Ndoola;ndr
ndoo1242;Ndo;ndp
ndra1238;Ndramini'o;
ndra1239;Ndra'ngith;dgt
ndre1238;Ndreng;
ndre1239;Ndreme;
ndru1234;Ndrulo;dno
ndug1243;Nduga-Luto;
ndug1245;Nduga;ndx
ndui1237;Nduindui;
nduk1240;Nduka;
ndum1239;Ndumu;nmd
ndun1247;Ndunga-Mba-Dongo;
ndun1248;Ndunga-Mba;
ndun1249;Ndunga;ndt
ndun1250;Ndundusana;
ndun1251;Ndunda;nuh
ndur1238;Ndura;
ndut1239;Ndut;ndv
nduu1242;Ndu;
nduv1238;Nduvum;
ndxh1238;Ndxhonge;
ndyu1241;Ndyuka-Trio Pidgin;njt
ndyu1242;Aukan;djk
ndze1235;Ndzerem;
ndzo1234;Ndzorge;
ndzw1235;Ndzwani Comorian;wni
neaa1234;Nea;
neao1241;Neao;
neao1242;Neao (Indonesia);
neap1235;Continental Southern Italian;nap
nebr1238;Nebraska;
neca1234;Necaxan;
nech1234;Nechako-Fraser;
neda1234;Nedansiljan;
nede1244;Nedek;
nede1245;Klamu;nec
nedr1234;Nedre Västerdalmål;
neee1239;Nee;
neel1238;Neelishikari;
nefa1235;Nefamese;nef
nege1240;Negeri Sembilan Malay;zmi
nege1241;Negeri Lima;
nege1244;Negerhollands;dcr
negi1245;Negidal;neg
negr1235;Negri Besar;
negr1236;Negrosanon;
negr1239;Negro-Roraima;
negu1238;Negueni-Klani;
neha1246;North Bougainville Oceanic;
neha1247;Nehan;nsn
nehe1234;Nehelem;
nehr1234;Nehrung;
nehu1238;Central Hup;
neid1234;Neiderländische;
neju1238;Nejuu;
neke1238;Nekedi;
nekg1240;Nekgini;nkg
nekk1240;Nek;nif
nekn1234;Nek-Nuk;
neko1240;Neko;nej
neku1237;Neku;nek
nell1237;Nellore;
nemb1238;Nembe;
nemb1239;Nemba;
neme1244;Neme;nex
nemi1240;Nemi;nem
nend1239;Nend;anh
nene1249;Tundra Nenets;yrk
nene1250;Nenema;
nene1251;Nenets;
neng1238;Nengone;nen
nenj1234;Nenjiang Dagur;
nenn1238;Nen;nqn
nenu1237;Nenusa-Maingas;
neny1238;Nenya;
neoa1234;Neo (Artificial Language);neu
neoa1235;Neo-Assyrian;
neob1234;Neo-Babylonian;
neoo1234;Neo;
neop1239;Neo-Punic;
nepa1250;Nepalese Sign Language;nsp
nepa1253;Nepali Kurux;kxl
nepa1254;Nepali;npi
nepa1255;Nepa;
nera1237;Nerauya;
nere1239;Nerezim;
nerw1238;Nerwa Jewish Neo-Aramaic;
nesa1234;Nesang;
nese1235;Nese;
nesu1234;Nesu-Nasu;
nesu1235;Nesu;
neta1235;NE Tasmanian Dialect Chain;
nete1240;Nete;net
neth1239;Nethanar;
nets1241;Natsilingmiutut;
neuc1242;Neuch-Telois;
neuc1243;Neuchatelais;
neul1234;Neuland Plautdietsch;
neut1237;Neutral-Atiouandaronk;
neva1234;Neva;
newa1245;Newaric;
newa1246;Kathmandu Valley Newari;new
newa1247;Newar;
newb1246;New Busa;
newc1243;New Caledonian;
newc1244;New Caledonian Javanese;jas
newc1245;New Caledonian Pidgin French;
newf1239;Newfoundland English;
newg1239;New Georgia;
newi1242;New Ireland-Northwest Solomonic linkage;
newm1234;New Mexican English;
newm1235;New Mexican Spanish;
newr1237;New River Shasta;
news1234;New South Wales Pidgin;
news1235;New South Wales Pama-Nyungan;
news1236;New Shtokavian;
newy1234;New York City English;
newz1236;New Zealand Sign Language;nzs
newz1240;New Zealand English;
neyo1238;Neyo;ney
neys1234;Neyshaburi;
neyy1238;Ney;
nezp1238;Nez Perce;nez
ngaa1240;Ngaanyatjarra;ntj
ngaa1241;Ngaalam;
ngaa1242;Ngaati Porou;
ngaa1243;Ngaati Kahungunu;
ngaa1244;Ngaapuhi;
ngab1239;Ngäbere;gym
ngad1257;Ngadjuri;jui
ngad1258;Ngadjunmaya;nju
ngad1259;Ngadanja;
ngad1260;Ngadjan;
ngad1261;Ngad'a;nxg
ngad1265;Central Flores-Paluqe;
ngad1266;Central Flores;
ngad1267;Ngada;
ngai1241;Ngaing;nnf
ngaj1237;Ngaju;nij
ngal1290;Ngala (Kumi Chin);
ngal1291;Nga La;hlt
ngal1292;Ngalkbun;ngk
ngal1293;Ngalakgan;nig
ngal1294;Ngaliwurru;
ngal1295;Ngalo;
ngal1296;Ngala-Santandrea;
ngal1297;Ngalabo;
ngal1298;Ngalum;szb
ngal1299;Ngalik-Nduga;
ngal1300;Ngala;nud
ngal1301;Ngala of Lake Chad;
ngam1265;Ngamini-Yarluyandi-Karangura;nmv
ngam1266;Ngam (Cameroon);
ngam1267;Ngamambo;nbv
ngam1268;Ngambay;sba
ngam1269;Ngam;nmc
ngam1270;Ngam Tel;
ngam1271;Ngam Gir Bor;
ngam1272;Ngam Tira;
ngam1281;Ngam (Chad);
ngam1282;Ngamo;nbh
ngam1283;Ngamo-Bele;
ngam1284;Ngamini;
ngan1291;Nganasan;nio
ngan1293;Ngangching;
ngan1295;Ngandi;nid
ngan1296;Nganyaywana;nyx
ngan1297;Ngangi-Wumeri;
ngan1298;Ngangi-Tjemerri;
ngan1299;Ngangam;gng
ngan1300;Ngandyera;nne
ngan1302;Ngando-Lalia;nxd
ngan1304;Ngando (Central African Republic);ngd
ngan1305;Ngangea-So;
ngan1306;Ngangela-Nyemba;
ngan1308;Ngando (Democratic Republic of Congo);
ngan1309;Nganduwal;
ngao1243;Ngaondéré;
ngao1244;Ngao;
ngao1245;Nga'o;
ngap1238;Ngapo;
ngar1235;Ngarinman;nbj
ngar1283;Ngarnka;nji
ngar1284;Ngarinyin;ung
ngar1285;Ngarnawu;
ngar1286;Ngarla on the Ashburton river south of the Hamersley range;nlr
ngar1287;Ngarluma;nrl
ngar1288;Ngardi;rxd
ngar1289;Yapa;
ngar1290;Ngarna;
ngar1291;Ngarru;
ngar1292;Ngare;
ngar1293;Ngarluma-Kariyarra;
ngar1294;Ngarluma-based pidgin;
ngar1296;Ngarla;nrk
ngar1297;Ngarigu;xni
ngar1298;Ngaraangbal;
ngas1238;Ngasa;nsg
ngas1240;Ngas;anc
ngat1245;Ngatan;
ngat1246;Ngatharra-Ngathana-Iinychanya;
ngat1248;Ngatik Men's Creole;ngm
ngav1237;Ngavalus-Lossuk;
ngaw1239;Ngawn Chin;cnw
ngaw1240;Ngawun;nxn
ngay1241;Ngayarda;
ngay1242;Ngaymil;
ngaz1238;Ngazidja Comorian;zdj
ngaz1239;Ngazar;
ngba1279;Ngbang;
ngba1280;Ngbandic;
ngba1284;Ngbaka Ma'bo;nbm
ngba1285;Ngbaka Minagende;nga
ngba1286;Ngbaka-Manza-Ali;
ngba1287;Ngbaka Manza;ngg
ngba1288;Ngbala;
ngba1289;Ngbako;
ngba1290;Ngbandi-Mongoba-Kazibati;
ngba1292;Mundu-Baka;
ngbe1238;Ngbee;jgb
ngbe1239;Ngbele-Ngenda;
ngbi1238;Ngbinda-Mayeka;nbd
ngbi1239;Bangminda;
ngbu1241;Ngbundu;nuu
ngbu1242;Ngbugu;
ngee1239;Ngee;
ngee1240;Ngee-Ntaana;
ngel1238;Ngelima;agh
ngem1252;Ngaimong;
ngem1253;Ngemba (Ghomala');
ngem1254;Ngembaic;
ngem1255;Ngemba;nge
ngem1256;Ngemere;
ngen1250;Ngente;
ngen1252;Ngende;
ngen1253;Ngenge;
ngen1254;Ngeno-Ngene;
ngen1255;Ngendan;
ngen1256;Ngen of Djonkro;gnj
ngen1257;Ngendelengo;nql
ngeq1245;Kriang-Khlor;ngt
nger1240;Ngero;
nger1241;Ngero-Vitiaz linkage;
nget1237;Ngeto-Ngete;
nget1241;Ngete;nnn
ngga1239;Nggaura;
ngge1240;Nggelic;
ngge1241;Nggem;nbq
nggo1234;Nggolonio;
nggo1235;Nggolombay Dialect;
nggw1242;Nggwahyi;ngx
nggw1243;Nggwoli;
ngie1241;Ngiemboon;nnh
ngie1242;Ngie;ngj
ngie1243;Ngie-Oshie;
ngil1241;Buram Hill Chain;
ngil1242;Ngile;jle
ngin1244;Ngindo;nnq
ngin1245;Nginyukwur;
ngin1246;Nginia;
ngin1247;Ngindadj;
ngin1248;Nginamanu;
ngir1247;Ngirere;
ngir1248;Ngiri;
ngir1250;Ngiri Terrien;
ngir1251;Ngiri Riverain Mongala;
ngir1252;Ngiri Riverain Ubangi;
ngir1253;Ngiri Riverain Ubangi-Interieur;
ngir1254;Ngiri Riverain Ubangi-Ripuaire;
ngit1239;Ngiti;niy
ngiz1242;Ngizim;ngi
ngiz1243;Ngizim-Southwestern Bade;
ngka1235;Ngkontar Ngkolmpu;kcd
ngka1236;Ngkantr;
ngka1237;Ngkantia;
ngka1238;Ngkat;
ngke1238;||Ng!ke;
ngko1236;Ngkoth;
ngkr1234;Ngkrn-Ngkantr;
ngkr1235;Ngkrnc of Rawa Biru;
ngkr1236;Ngkrnc;
ngkr1237;Ngkrnc of Tomerau and Rawa Biru;
ngkr1238;Ngkrnc of Tomerau;
ngoa1238;Ngoahu;
ngoc1235;Ngochang;
ngoe1239;Bafaw-Balong-Manenguba;
ngok1244;Ngoka;
ngok1245;Ngok-Sobat;
ngok1246;Ngok-Kordofan;
ngol1244;Ngola (Banda-Banda);
ngol1245;Ngologa;
ngol1246;Ngola;
ngom1264;Ngoumi;
ngom1265;Ngombe (Central African Republic);nmj
ngom1266;Ngoma;
ngom1268;Ngombe (Democratic Republic of Congo);ngc
ngom1269;Ngombe;
ngom1270;Ngom;nra
ngom1271;Ngombale;nla
ngom1272;Ngomba;jgo
ngom1274;Ngombe-Genja;
ngom1276;Ngombe-Ababuan;
ngon1266;Ngoni of Malawi;
ngon1267;Ngongo;noq
ngon1268;Ngonde;
ngon1269;Tanzania-Mozambique Ngoni;
ngon1270;Ngoni (Nyanja);
ngon1271;Chipata Nsenga;
ngon1272;Ngoni (Tumbuka);
ngon1273;Ngongo (Nkutu);
ngon1274;Ngongo (Buushong);
ngon1275;Ngong;nnx
ngoo1241;Ngo;
ngor1242;Tangoro;
ngor1243;Ngoro;
ngor1244;Ngorek;
ngos1238;Ngoshie;nsh
ngos1242;Ngoshie (Glavda);
ngov1238;Ngova;
ngow1239;Ngowiye;
ngro1237;N-Group;
ngub1238;Nguburindi;
ngub1239;Ngubi;
ngub1240;Ngubi-Sangu-Sira-Punu;
ngub1241;Ngubin;
ngue1242;Ng|u||en;
ngul1236;Nguluwan;nuw
ngul1246;Ngulu;ngp
ngul1247;Ngwii;nlo
ngum1251;Ngumpin-Yapa;
ngum1253;Ngumbarl;xnm
ngum1254;Ng'umbo;
ngum1255;Ngumbi;nui
ngum1256;Ngumpin;
ngun1266;Ngundu;nue
ngun1267;Southern Ndebele-Lowland;
ngun1268;Ng'uni;
ngun1270;Ngundi;ndn
ngun1271;Ngundi (DRC);
ngun1272;Ngungwel;ngz
ngun1273;Ngunduna;
ngun1274;Nguna;
ngun1275;Nguni-Tsonga;
ngun1276;Nguni (S.40);
ngun1277;Ngunawal;xul
ngun1278;Ngungwel-Eboo;
ngun1279;Ngun;
nguo1239;Nguôn;nuo
nguq1238;Nguqwurang;
ngur1260;Ngurmbur;nrx
ngur1261;Wilson River (Grey Range);nbx
ngur1263;Ngoreme;ngq
ngur1264;Ngulu Gula;
ngur1265;Nguri;
ngur1266;Nguru (Kara);
ngwa1245;Ngwaketse;
ngwa1246;Ngwatu;
ngwa1247;Ngwa;
ngwa1251;Ngwaba;ngw
ngwa1252;Ngwayoroiat;
ngwe1238;Ngwe;nwe
ngwe1239;Ngwena;
ngwo1241;Ngwo;ngn
nhan1238;Nhanda;nha
nhay1238;Nhayi;
nhen1239;Nhengatu;yrl
nheu1239;Nheu;
nhir1234;Nhirrpi;hrp
nhla1238;Nhlanganu;
nhla1239;Nhlangwini;
nhuw1239;Nhuwala;nhf
niab1238;Niabre;
niak1239;Takper;
nian1243;Niangoloko-Diarabakoko;
nian1244;Niangbo;
nias1241;Nias-Sikule;
nias1242;Nias;nia
nibh1238;Nibhatta;
nibi1234;Nibieg;
nibo1237;Nibong;
nica1238;Nicaraguan Sign Language;ncs
nica1249;Niçard;
nica1250;Twahka-Bawihka;
nica1252;Nicaragua Creole English;bzk
nich1234;Nichar;
nico1262;Nicobaric;
nico1263;Nicoya;
nico1264;Nicola Valley;
nico1265;Nicola Valley Athabaskan;
nidr1238;Nidrou;
nidz1238;Nidzh;
nied1239;Niediekaha;
niel1243;Niellim;nie
nien1238;Nieni;
niga1242;Nigagba;
niga1243;Nagac;
nigb1238;Nigbi;
nige1240;Nigerian Sign Language;nsi
nige1253;Hausa States Fulfulde;fuv
nige1254;Nigerian Jarawan;
nige1255;Western Mambila;mzk
nige1257;Nigerian Pidgin;pcm
nige1258;Nigeria-Cameroon Creole English;
nige1259;Nigerian Sign;
nige1260;Nigerian English;
nigi1240;Nigii;
nigi1241;Nigilu;
niha1238;Nihali;nll
niig1237;Niigata;
niii1240;Nii;nii
nija1241;Nyiyaparli-Palyku;xny
nija1242;Nijadali;nad
nijr1238;Nijrau;
niki1238;Nikiyama;
niks1238;Niksek;gbe
niku1237;Nikuda;
nila1242;Nilamba;nim
nila1243;Nila-Serua;
nila1244;Nila;nil
nila1245;Nilang;
nile1238;Nile Bari;
nili1235;Ni-Li-Kazhouish;
nilo1247;Nilotic;
nima1243;Nimadi;noe
nima1245;Nimanbur;nmp
nima1246;Nimai;
nimb1256;Nimbari;nmr
nimb1257;Nimboranic;
nimb1261;Nimbia;
nimi1240;Nimi;nis
nimo1245;Nimoa-Sudest;
nimo1246;Nimoa;nmw
nimo1247;Nimo;niw
nimt1238;Nimtep Weng;
nimy1236;Nim Yokuts;
nina1238;Ninam;shb
nina1239;Ninam-Yanomam-Yaroame;
ninc1234;Nincut;
nind1241;Nindem;
nind1242;Nindi;nxi
nind1243;Ninde-Nati;
nine1237;Ninebulo;
ning1268;Ningraharian Pashto;
ning1269;Ning-Long;
ning1270;Ningo;
ning1271;Ningye;nns
ning1272;Ningi;
ning1273;Ningil;niz
ning1274;Ninggerum;nxr
ning1275;Ningera;nby
ning1276;Ningil-Yil;
ning1277;Ningic;
ning1278;Ninghua;
ning1279;Ningxia Mandarin;
ning1280;Ningbo;
ning1281;Ninglang;
ning1282;Ningo (Mada);
nini1235;Ninia Yali;nlk
nini1236;Ninilchik;
nink1238;Ninkada;
nino1238;Ninong;
ninz1245;Ninzne-Udinsk;
ninz1246;Ninzo;nin
ninz1247;Ninzic;
niom1238;Niominka;
nioo1239;Nio;
niot1234;Niotika;
niou1238;Niou;
nipa1239;Nipa;
nips1240;Nipsan;nps
nira1238;Niragu;
nirm1237;Nirmal;
nisa1239;Nisa-Anasi;njs
nise1244;Nisenan;nsz
nisg1240;Nisga'a;ncg
nish1241;Nishang;
nish1242;Nishga-Gitxsan;
nisi1238;Nisi (China);yso
nisi1239;Dafla;dap
niso1234;Nisoid;
nisq1242;Nisqually;
niss1234;Nissim;
nisu1237;Nisu-Nyisu;
nisu1238;Nisu;
nisv1234;Nisvai;
niti1248;Nitiabo;
niti1249;Nitita;
niti1250;Nititi-Vivti;
nitu1238;Nitu;
niua1240;Niuafo'ou;num
niua1241;Niuatoputapu;nkp
niue1239;Niuean;niu
niva1238;Nivaclé;cag
nive1238;Nive;
nivk1234;Nivkh;
niwe1234;Niwer Mil;hrc
niwe1235;Niwer Mil-Warwar Feni;
niza1234;Nizaa-Mambila-Vute;
nizh1235;Nizhnjeje Inkhelo;
nizo1239;Nizovsk;
njak1238;Njakali;
njal1239;Njalgulgule;njl
njan1239;Njanja;
njan1240;Njanga;
njan1241;Njangbal;
njau1238;Njauna;
njaw1238;Njawlo;
njeb1242;Njebi;nzb
njeb1244;Njebi (B.50);
njee1238;Njee-Poantu;
njel1238;Njeleng;
njel1239;Njela;
njem1234;Njemic;
njen1238;Njen;njj
njer1241;Njerup;
njer1242;Njerep;njr
njes1238;Njesko;
njil1234;Njila;
njin1241;Njinga;
njin1242;Lateghe-Nord;
njon1238;Njong;
njum1237;Njumit;
njye1238;Njyem;njy
nkaa1238;Nka';
nkaf1238;Nkafa-Kirya-Bana;
